Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
2015 Mazda cx-5,2015,Mazda,cx-5,6000000,,manual,150000,Melipilla,buen auto fue mio durante 6 años nunca tube problemas de nada vehículo de aseguradora papeles al día no multas de tag no partes se vende solo por renovación,['al dia'],https://web.facebook.com/marketplace/item/1146412126394668/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Mazda 3,2019,Mazda,3,7700000,,manual,32000,Santiago,"Vehiculo hace años comprado a cia de seguro. De uso familiar diario. En perfectas condiciones, todo funcionando en perfecto estado. Se puede ver en el rosal con la farfana, maipu Documentos al dia, sin partes ni multas 32.000 km reales, solo se vende por renovación",['al dia'],https://web.facebook.com/marketplace/item/1431416131096270/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Mazda b-2200,1998,Mazda,b-2200,1700000,,manual,242000,Colina,Vehículo con revisión técnica atrazada octubre del 2023; se vende por cambio de proyecto,[],https://web.facebook.com/marketplace/item/1560998851329251/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Mazda cx-3 r skyactive mt,2019,Mazda,cx-3,3600000,,manual,72000,Santiago,"🚨 Valor publicado es el pie mínimo para el Financiamiento ✅ Estado del Auto: EXCELENTE 📑 Documentos: Al Día listo para firmar 🏦 Financiamiento: Hasta de 48 cuotas 💵 Pie Mínimo de 30% según su perfil 🚘 Recibimos su Auto en Parte de Pago 💳 Tarjeta de crédito,débito,vale vista,efectivo 📅 Agenda Hora para Test Drive 📱Contáctame: [hidden information]","['al dia', 'parte']",https://web.facebook.com/marketplace/item/250782478101410/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda cx-5,2015,Mazda,cx-5,6000000,,manual,150000,La Granja,Muy buen vehiculo fue mio durante 6 años aprox... motor 2.0 150 mil km Papeles al dia es de remate valor 6 millones conversable se vende solo por renovacion interesados hablar al numero [hidden information],"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1649935815767880/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda 3,2007,Mazda,3,3000000,,manual,27000,Ñuñoa,Vendo mi vehículo mantenciones al día permiso de circulación asta el 2025 papeles otro al días igual batería nueva bujías cambiadas cambio de aceite también detalles mínimos estéticos por el año y vendo en ese precio solo por motivos personales,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/900622818472935/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 6,2015,Mazda,6,5980000,,manual,190000,Santiago,"VENDO POR RENOVACION MAZDA 6 SKYACTIV MECANICO 190KM AIRE ACONDICIONADO FUNCIONANDO DOCUMENTOS AL DIA SIN MULTAS LLANTAS R20 2 LLAVES - TIENE DETALLES ESTETICOS QUE SE VEN EN LAS FOTOS , NO TIENE CHOQUES FUERTES NI ES DE REMATE . (SOLO DETALLES POR MAL CUIDADO)","['al dia', 'detalles menores', 'choques']",https://web.facebook.com/marketplace/item/373457862182484/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Mazda 3,2017,Mazda,3,4850000,,manual,126000,Santiago,"Vendo Mazda 3 Skyline año 2017 andando muy bien caja sexta motor 2.0 super rápido documentación al día versión Full pantalla,botón Star. PRENDA Y MULTAS DUEÑO DIRECTO. SE ENTREGA EN NOTARIA. FAVOR ENTENDIDOS CONVERSABLE EN PERSONA.[hidden information]","['conversable', 'al dia', 'multas']",https://web.facebook.com/marketplace/item/1084005832871601/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda 2,2012,Mazda,2,4000000,,manual,155000,Padre Hurtado,Motor 1.5,[],https://web.facebook.com/marketplace/item/1146525316364961/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1995 Mazda artis,1995,Mazda,artis,1200000,,manual,111000,Quilpué,Auto andando tienes detalle en los amortiguadores papeles atrazados auto esta a mi nombre solamente lo vendo por apuro vola te se desmonta cualquier informacion consultar precio comversable o se permuta recibo ofertas,[],https://web.facebook.com/marketplace/item/1840566136393113/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Mazda zs 1.5 mt,2022,Mazda,zs,7990000,,manual,7000,Viña del Mar,MG ZS RECIEN LLEGADO!!! OPORTUNIDAD!! Excelente estado. Consulte por Financiamiento. Hernandez Motores. Camino Internacional 4030. Viña del Mar. Consulta al tel/whatsapp [hidden information],[],https://web.facebook.com/marketplace/item/377725541896653/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda 2,2016,Mazda,2,5500000,,manual,76000,San Bernardo,VENDO NEW MAZDA 2 SEDAN MOTOR 1.5 AÑO 2016 AL DIA TRANSFERIBLE SIN MULTAS NI PRENDA 2 DUEÑOS BOTON START STOP LLEGAR Y ANDAR $5.500.000 SE HACE NEGOCIO CON PLATA EN MANO SOLO REALES INTERESADOS NO JUEGUEN A COMPRAR!,['al dia'],https://web.facebook.com/marketplace/item/451272010555824/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda 3,2007,Mazda,3,2850000,,manual,129000,La Florida,"Vendo vehículo con su documentación al día sin multas y transferible, el vehículo está de uso diario, el precio conversable cuando lo venga a ver","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1188661818787942/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 3,2013,Mazda,3,3100000,,manual,20000,Santiago,Vendo Mazda 3 año 2013 full El auto pose 90 multa por eso el precio Tranfierame solo multas de tag Yamar solo real interesado 9️⃣9️⃣8️⃣6️⃣7️⃣2️⃣2️⃣3️⃣8️⃣,"['multa', 'multas']",https://web.facebook.com/marketplace/item/428980566269648/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda mazda2,2012,Mazda,mazda2,3500000,,manual,201125,Calera,Se vende auto al día sin partes ni multas transferible o se permuta x camioneta en buen estado soy el 3 dueño solo detalles estéticos buen auto. Algo conversable,"['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/424748983445569/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 3,2011,Mazda,3,5500000,,manual,170000,San Felipe,Se vende por renovación,[],https://web.facebook.com/marketplace/item/323782880704446/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,4700000,,manual,115000,San Antonio,Vendo Mazda 3 SPORT año 2010 con 115 mil km mantenimiento hecho hace 3 semanas valor conversable tiene airbag activo frontales solo ese detalle lo demás perfecto estado vendo por cambio de proyecto,['conversable'],https://web.facebook.com/marketplace/item/652208340350815/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 3,2011,Mazda,3,5380000,,manual,17000,Quillota,Se vende mazda 3 Año 2011 2 dueños Impecable Todas sus mantenciones echas Aceite bujias filtro neumaticos nuevos Motor al 100% Full equipo con a/c Alarma cierre centralizado alzavidrios Tiene sus 2 copias de llaves Radios tach con androi Camara y sensor de retroceso Se vende solo por renovasion . Soy de quillota precio conversable,['conversable'],https://web.facebook.com/marketplace/item/852042586690946/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Mazda 3,2009,Mazda,3,5200000,,manual,152000,Talagante,Se vende Mazda 3 sport 1.6 año 2009 $5.500.000 conversable 152.000 km Sin detalles mecánicos Papeles al día,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/2054271318274965/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda 3,2012,Mazda,3,3850000,,manual,170000,El Bosque,"Mazda 3, todos los papeles al día,  transferible, funcionando ok

Detalle: sin airbags",['al dia'],https://web.facebook.com/marketplace/item/4146461445577002/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1992 Mazda b 2000,1992,Mazda,b,700000,,manual,1992,Rancagua,Vendo mazda b 200 funcionando bien el que venga con 700 se la lleva,[],https://web.facebook.com/marketplace/item/1108051007202327/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Mazda 2,2020,Mazda,2,7690000,,manual,80000,Santiago,"Liquido...!!! Favor Leer..!! $7.690.000 mazda 2 sedan 2020 modelo 2021 Full •Comando al volante, Carplay, batería, neumáticos y pastillas nuevas ( con factura), cambio de aceite recién realizado. •2do dueño •Comprado en cia de seguro (R-Mate) ,•velocidad crucero, freno en pendiente, sin partes y sin multas totalmente transferible dos copia de llaves 80mil kms Valor avaluo $10.5",[],https://web.facebook.com/marketplace/item/7329985357079899/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Mazda artis,1998,Mazda,artis,850000,,manual,1234,Llay Llay,Vendo o permuto Mazda artis 1.6 1998 Manual Motor y caja al 100 Solamente detalles de pintura Llega a todos lados Al día tranferible duda consultas inbox Permuto por algo interesante,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/7653270051391679/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1992 Mazda mx-5 miata,1992,Mazda,mx-5,9000000,,manual,140000,Macul,Mazda Miata 1992 1.6 excelente estado. La lona es con vidrio defroster pero lo tengo desconectado. también está el cubre capota para usarlo descapotable y no se vea. siempre guardado con techo y carpa. Solo vendo por proyecto. Cualquier duda inbox. Precio conversable.,['conversable'],https://web.facebook.com/marketplace/item/1134777667954186/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda bt-50,2008,Mazda,bt-50,3800000,,manual,276000,Santiago,"Camioneta Mazda  BT50, 4x4, motor 2.5 con detalles",[],https://web.facebook.com/marketplace/item/323909983648007/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 3,2014,Mazda,3,6000000,,manual,67000,Maipú,Año 2014 Buen estado Uso familiar Vehículo de compañía de seguro. ningún airbag activado Valor conversable Aceptó ofertas razonables... 6 millones último precio,['conversable'],https://web.facebook.com/marketplace/item/932002311622072/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda cx-3,2013,Mazda,cx-3,4185000,,manual,125000,Lo Espejo,Motor 1.6 dirección hidráulica alza vidrios cierre centralizado aire acondicionado espejos eléctricos trasferible acepto ofertas,[],https://web.facebook.com/marketplace/item/435867875477044/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Mazda 3,2020,Mazda,3,6700000,,manual,50000,San Ramón,Vendo Mazda 3 sport motor 2.0 skyactive año 2020 full equipo detalles vehículo no transferible prenda y multas dueño directo no se sigue pagando precio 6.700.000 reales interesados llamar al [hidden information]️⃣6️⃣5️⃣5️⃣5️⃣2️⃣6️⃣1️⃣3️⃣,"['no transferible', 'multas']",https://web.facebook.com/marketplace/item/416620564185933/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 3,2014,Mazda,3,7200000,,manual,120000,Santiago,Lo vendo o lo cambio por una camioneta,[],https://web.facebook.com/marketplace/item/1573620150085985/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda 3,2016,Mazda,3,8000000,,manual,98000,Santiago,"Se vuelve a publicar, ya que estaba en la lista de deudores y por ende no podía vender, problema solucionado. Se vende precio a 8.000. 000, mecánico 2 dueño, Se vende Mazda 3 1.6 año 2016 con 98300 km. En perfecto estado con láminas de seguridad polarizadas, asegurado en hdi,aire acondicionado, espejos eléctricos etc. se vende por renovación , Región metropolitana comuna de la Florida. Mecánico.",[],https://web.facebook.com/marketplace/item/792241736149352/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda new 3 1.6,2018,Mazda,new,8300000,,manual,83000,Peñalolén,"Full Equipo
Color Rojo Diamante
Papeles al día",['al dia'],https://web.facebook.com/marketplace/item/1215803152719455/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Mazda 626,2001,Mazda,626,2500000,,manual,213000,San Ramón,Se vende Mazda impecable papeles al día full equipo sin detalles solo estéticos de pintura puede revisarlo y verlo sin compromiso en San Ramón Está transferible sin multas ni partes,['al dia'],https://web.facebook.com/marketplace/item/1161876711841325/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Mazda 626,1999,Mazda,626,1000000,,manual,500,Puente Alto,Al desarme,['desarme'],https://web.facebook.com/marketplace/item/410957208181251/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Mazda artis,1997,Mazda,artis,1800000,,manual,168000,Los Andes,Se vende auto en buen estado,[],https://web.facebook.com/marketplace/item/948435740320437/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda bt50.2008 4×4,2008,Mazda,bt50.2008,6300000,,manual,300000,Melipilla,"Se vende camioneta Mazda BT 50 4×4 en excelente estado a toda prueba,muy económica petrolera todo original,segundo dueño llegar y transferir documentación al día ,se vende solo por renovación .llamar al número [hidden information].precio conversable","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/3566008786992159/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 3,2014,Mazda,3,4000000,,manual,215000,La Florida,Vendo mazda 3 año 2014 Trasnferible papeles al dia Motor Y caja exelente estado Detalles estéticos Y pose 2 multas de tag,"['al dia', 'detalles menores', 'multas']",https://web.facebook.com/marketplace/item/296289266637790/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Mazda artis glx,1998,Mazda,artis,1250000,,manual,242000,Rengo,Se vende Mazda artis glx japones año 98 partiendo a la llave 🔑 Detalles de pintura por el año Más información al dm,['detalles menores'],https://web.facebook.com/marketplace/item/812408297376046/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Mazda 3 desarme,2017,Mazda,3,9999999,,manual,60000,Maipú,No description,[],https://web.facebook.com/marketplace/item/3457951141018323/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 3 2.0,2014,Mazda,3,7400000,,manual,135000,Santiago,impecable,[],https://web.facebook.com/marketplace/item/990099732531218/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 3,2008,Mazda,3,3900000,,manual,166000,Linares,"Vendo automóvil a toda prueba, doble airbag, aire acondicionado, frenos abs, alzavidrios eléctricos, espejos eléctricos, cierre central, documentos al dia, llegar y transferir.",['al dia'],https://web.facebook.com/marketplace/item/1071741074127127/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda 2,2018,Mazda,2,7900000,,manual,53000,Curicó,Vendo o permuto Mazda 2 2018 2 llaves Cámara de retroceso Encendido por botón Aire acondicionado Radio original usb cd aux Bluetooth 2 dueños 53.xxx km Control de estabilidad Transmisión manual 6 velocidades Motor 1.5 muy económico Polarizados certificados Llantas aro 17 Documentación hasta el prox año VALOR PERMUTA 8.5,[],https://web.facebook.com/marketplace/item/389176723890631/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Mazda mazda6,2017,Mazda,mazda6,9000000,,manual,241350,Buin,Vehículo en excelente estado lo vendo o lo permuto por otro auto y algo de dinero,[],https://web.facebook.com/marketplace/item/781873997154309/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda mazda-new-3-2016-2.0-v-6mt-4p,2016,Mazda,mazda-new-3-2016-2.0-v-6mt-4p,8590000,,manual,106000,Vitacura,PRECIO FINANCIAMIENTO: $8.590.000 Los bonos de financiamiento son aplicables cuando el negocio cumple las condiciones. 40% de pie max y minimo 36 o 48 cuotas. *RECIBIMOS AUTO COMO PARTE DE PAGO✅ *CREDITO INSTANTANEO✅ *CONTADO✅ *Pregunta como reservar enseguida💯 *ENTREGA INMEDIATA💯💯 *LOS PRECIOS NO INCLUYEN TRANSFERENCIA,['parte'],https://web.facebook.com/marketplace/item/309254578844034/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda 3,2007,Mazda,3,1150000,,manual,1584,La Cisterna,Hola vendo mi maza 3 con prenda del año 2007 motor inpecable con su escotilla funcionando y sus yantas originales Tiene alsavirdios eléctricos Tiene de talles que en las fotos se lucen Que tiene un choque y tiene prenda Solos en tendidos en nel tema,['choque'],https://web.facebook.com/marketplace/item/980117100203611/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 3,2014,Mazda,3,7900000,,manual,115000,Quinta Normal,"Funcionando al 100 , se vende por proyecto",[],https://web.facebook.com/marketplace/item/1078466463385486/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 2,2015,Mazda,2,5780000,,manual,76000,Maipú,Mazda 2 2015 Motor 1.5cc Mecanico Full equipo Airbags frontales Aire acondicionado Cierre centralizado Alzavidrios eléctricos 76mil km $5.780.000,[],https://web.facebook.com/marketplace/item/1073578880585281/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Mazda cx-3 new r 2.0 mt full equipo aÑo 2019,2019,Mazda,cx-3,9950000,,manual,119000,Villa Alemana,"✅ 𝗣𝗥𝗘𝗖𝗜𝗢 𝗩𝗘𝗡𝗧𝗔 𝟵.𝟵𝟱𝟬.𝟬𝟬𝟬 (✔Precio Mercado Referencia 11.990.000) ⠀⠀ ================================= ✅ 𝗠𝗔𝗭𝗗𝗔 𝗖𝗫-𝟯 𝗡𝗘𝗪 𝗥 𝟮.𝟬 𝗠𝗧 𝗙𝗨𝗟𝗟 𝗘𝗤𝗨𝗜𝗣𝗢 𝗔Ñ𝗢 𝟮𝟬𝟭𝟵⠀⠀ MAZDA CX-3 NEW R 2.0 MT FULL EQUIPO AÑO 2019 ✔VEHICULO EXCELENTE ESTADO, FUE RECIBIDO EN PARTE DE PAGO ✔Mecánico ✔Encendido Start/Stop ✔Cuenta con sus 2 llaves. ✔ Caja cambio con sexta ✔ 8 AIRBAGS ✔ Documentos al día ✔ VEHICULO SIN AUTOFACT. ✔Transferible, sin partes, sin multas. ✔Control radio al volante ✔Bencinero. ✔Pintura Excelente estado ✔Se recibe vehículo en parte de pago ================================⠀⠀ ▶ V̳i̳d̳e̳o̳ ̳d̳e̳l̳ ̳A̳u̳t̳o̳:̳ ⠀⠀ https://youtu.be/GH0QAyRadrQ ⠀ 🔘✔Maturana 961 Villa Alemana, Quinta Región. 🔘✔www.fullchocados.cl 🔘✔www.facebook.com/Fullchocados 🔘✔ https://bit.ly/dirección-fullchocados ⠀⠀ 📞 Mas info.Whatsap +56 9 6796 5315","['al dia', 'parte']",https://web.facebook.com/marketplace/item/339207458524362/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Mazda b2200,1997,Mazda,b2200,1200000,,manual,200000,Quillota,VENDO CAMIONETA MAZDA B2200 AÑO 97. PERMISO DE CIRCULACIÓN VENCE AHORA EN MARZO 2024. REVISIÓN TÉCNICA ATRASADA DESDE ABRIL 2023. FOCO DELANTERO DAÑADO-PARABRISAS TRISADO BECINERA -MOTOR 2.2 RADIO NUEVA- NEUMATICOS EN MUY BUEN ESTADO- BATERIA NUEVA. ANDANDO- PRECIO CONVERSABLE- RECIBO OFERTAS.,"['conversable', 'atrasada']",https://web.facebook.com/marketplace/item/361190256380644/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda cx-5,2013,Mazda,cx-5,8980000,,manual,109000,Las Condes,"IMPECABLE , UNICA DUEÑA FULL EQUIPO,  MECANICA CAJA SEXTA, NEUMATICOS NUEVOS, DOCUMENTOS AL DIA..",['al dia'],https://web.facebook.com/marketplace/item/1510220832889761/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 2,2014,Mazda,2,5290000,,manual,144000,Conchalí,Mazda 2 Sport 2014 Aire acondicionado Doble airbag Transmisión mecánica Motor 1.5L Alza vidrios eléctricos Cierre centralizado 144.000kms,[],https://web.facebook.com/marketplace/item/1441200886507056/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 3,2013,Mazda,3,6850000,,manual,140000,El Bosque,Vendo vehículo Mazda 3 Año 2013 en excelente estado Modelo 3v 1.6 Radio original de fábrica Juego de llantas color metálico Mantenciones al día Sensor de retroceso Dirección hidráulica Aire acondicionado Cierre centralizado Inmovilízador 2 juegos de llaves Comandos al volante Velocidad crucero Desplazadores en las 4 ruedas Luces led Espejos eléctricos Sonido full con amplificador y subwoofer Solo detalles estéticos A toda prueba,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1569948323796132/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda cx-5,2015,Mazda,cx-5,9900000,,manual,90000,Santiago,"GRAN OPORTUNIDAD - Excelente estado y muy bien cuidado. - Precio negociable. - A muy buen precio considerando el kilometraje del vehículo. - Tiene 91.000 Km, manteniendo un promedio de menos de 13,000 kilómetros por año. - Segundo dueño desde el año 2016 hasta la fecha. - Disponible para verificar el estado del vehículo en el concesionario Mazda o con su mecánico de confianza para una inspección detallada. Se vende por cambio a un vehículo empresarial con pick up. Más fotos y videos disponibles.",[],https://web.facebook.com/marketplace/item/1809139172865190/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda 3,2012,Mazda,3,6280000,,manual,121000,San Joaquín,Se vende mazda 3 sport v 1.6 año 2012 transmisión mecánica full con aire acondicionado en buen estado en general interesados consultar,[],https://web.facebook.com/marketplace/item/422504537028841/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Mazda cx-3,2017,Mazda,cx-3,9950000,,manual,130000,Cerro Navia,Se vende auto en muy buena condiciones  con llave 🔑 inteligente,[],https://web.facebook.com/marketplace/item/710620421145376/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda 3,2007,Mazda,3,4100000,,manual,250000,Quinta de Tilcoco,"Se vende mazda 3 en excelente estado, detalles solo de pintura, se vende por renovación. Funcionando en excelentes condiciones. Cuenta con aire acondicionado, alza vidrios electricos, pantalla android, neblineros, airbag, espejos electricos. Llegar y transferir precio conversable $4100000",['conversable'],https://web.facebook.com/marketplace/item/815994560354429/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 2,2015,Mazda,2,6890000,,manual,120000,Macul,Te asesoramos de la mejor manera Unidades GARANTIZADAS - 100% Confiable REQUISITOS PARA OBTENCION DE CREDITO: - Cédula Vigente ( Extranjeros con definitiva en tramite) - 3 ultimas liquidaciones (tener mas de 7 meses de antigüedad laboral) - Certificado de cotizaciones - Renta minima LIQUIDA $650.000 - Pie desde el 35% (Va a depender su renta liquida mensual) - Indicar si tiene DICOM CLIENTES QUE NO TENGAN COMO ACREDITAR INGRESOS - SOLO CON EL 50% DE PIE - CEDULA VIGENTE O SOLICITUD DE PERMANENCIA DEFINITIVA . Si cumples con esto contáctanos [hidden information] Av. Departamental 4400 Macul,[],https://web.facebook.com/marketplace/item/1478191083132312/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 3,2015,Mazda,3,8100000,,manual,164000,Santiago,Se vende Mazda 3sport 2015 a toda prueba Auto en buen estado Papeles al día hasta el 2025 Sin partes ni multas Llegar y transferir 164xxx km Motor 2.0 manual,['al dia'],https://web.facebook.com/marketplace/item/945129683470732/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Mazda 3,2009,Mazda,3,5300000,,manual,152000,Talagante,"Se vende auto Mazda 3 sport 1.6, año 2009, papeles al día sin detalles mecánicos 152.xxx km 5.3 millones conversable","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/798672455500990/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Mazda mazda3,2017,Mazda,mazda3,9300000,,manual,120000,Santiago,Auto al día cuenta con sus mantenciones y papeles al día no es de remate y no tiene multas el auto esta inpeque,['al dia'],https://web.facebook.com/marketplace/item/1335303647116864/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Mazda 3,2006,Mazda,3,4050000,,manual,253000,Paine,"Radio 7” cámara retroceso, sensores de retroceso,llantas con tuercas de seguridad, pintado hace 9 meses, cortacorriente, bujías nuevas 100.000 km., junto con sus bobinas, precio conversable , todos los papeles al 2025, espejos retrovisores eléctricos, parte a la llave, a toda prueba","['conversable', 'parte']",https://web.facebook.com/marketplace/item/1111312549891915/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 3,2013,Mazda,3,6500000,,manual,229000,Quinta de Tilcoco,"Vendo Mazda 3 2013 full equipo al 💯 Cuenta con: Velocidad crucero A/C Espejos eléctricos Luces automáticas Sensor de retroceso Sensor de lluvia Frenos abs Polarizado certificado Alto flujo Hks Tiene detalles pequeños de pintura Interior y tapiz impecable Motor a toda prueba Al día y transferible, sin partes ni multas 💸6.500.000 📍Ubicado en Quinta de Tilcoco",['al dia'],https://web.facebook.com/marketplace/item/1371272340194758/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Mazda artis,1998,Mazda,artis,1800000,,manual,254000,Quillota,"Se vende Mazda artis 1.6 año 98 al día y transferible  a mi nombre 
precio conversable ❗️❗️","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/936375918036082/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Mazda 3,2009,Mazda,3,4500000,,manual,250000,Villa Alemana,"SI ESTÁ PUBLICADO, ESTÁ DISPONIBLE

SOLO VENTA - SOLO VENTA

PRECIO CONVERSABLE",['conversable'],https://web.facebook.com/marketplace/item/313228564683272/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda 2,2016,Mazda,2,8700000,,manual,20000,Las Condes,"Extraordinario estado, segundo dueño adquirido con 10000 km en el mismo año, prácticamente nuevo. Dos juegos de a llaves, documentos al día y patente cancelada año 2024, color rojo caramelo, sin siniestros ni choques, mantenciones al día, tapiz como nuevo, se vende por no uso.","['al dia', 'choques']",https://web.facebook.com/marketplace/item/923236659276331/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1993 Mazda 323 glx,1993,Mazda,323,1000000,,manual,289000,Maipú,Vendo mi autito al día y transferible Andando a la llave Lo vendo por que necesito pagar mis estudios Se puede venir aver a Maipú sin compromiso Con previa coordinación reales interesados Kilometraje original (no máquina del tiempo ),['al dia'],https://web.facebook.com/marketplace/item/429033722930727/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 6,2008,Mazda,6,5000000,,manual,208000,San Bernardo,En Venta. Mazda 6 sedan 2.0 full equipo Todo al 100. Aire. Vidrios. Espejos. Etc. Caja manual. Velocidad crucero. Mecánicamente al 100 Solo detalles esteticos. Documentos al día. Más consultas sobre el vehículo por mensaje.,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1100245274552199/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Mazda 323f,1998,Mazda,323f,1600000,,manual,272000,Talagante,Vendo o permuto mazda 323 1998 motor 1.6 swap de caja a manual Papeles al dia no a mi nombre Radio con pantalla Detalles de pintura mas que nada como todo auto usado Motor y caja al 💯 Andando para todos lados sin problemas. Recien realizado cambio de aceite y bujias Solo reales interezados no preguntones!!,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/922194406012943/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
