Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
2005 Hyundai h-1,2005,Hyundai,h-1,5500000,,automatic,168000,Valparaíso,"Hiunday H1 starex Motor 2.5 Caja Automática Alza vidrios Eléctricos Espejos Eléctricos Puerta pasajero Eléctrica Capacidad 12 Pasajero Se Maneja con Clase B Aire acondicionado Llantas en los cuatro neumáticos más el de repuesto El precio es comversable , solo se vende para renovación",['repuesto'],https://web.facebook.com/marketplace/item/919519896312942/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Hyundai matrix,2003,Hyundai,matrix,1200000,,automatic,259000,Quillón,Vendo auto Hyundai matrix automático año 2003 funcionando impecable alza vidrios cierre centralizado aire acondicionado por revisar tiene prenda está atrasado el precio conversable se puede ver en quillón.,"['conversable', 'atrasado']",https://web.facebook.com/marketplace/item/1500546857170715/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Hyundai veracruz,2009,Hyundai,veracruz,8000000,,automatic,240000,Maipú,Vendo Hiunday Veracruz 3.0 diésel 240.000 KM Tal como se ve en las fotos Permiso de circulación pagado completo hasta marzo 2025 tenia 3 multas las cuales fueron pagadas al momento de pagar el permiso de circulación tengo el comprobante de pago Listo par transferir sin deudas Consultas al número [hidden information],['multas'],https://web.facebook.com/marketplace/item/812521050716201/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Hyundai azera 4.6 climatizado techo elÉc,2013,Hyundai,azera 4.6 climatizado techo elÉc,9980000,,automatic,160000,Quilicura,DOCUMENTOS AL DIA EXCELENTE ESTADO MUY BIEN CUIDADO CLIMATIZADO TECHO PANORAMICO POSIBILIDAD DE RECIBIR UN VEHÍCULO EN PARTE DE PAGO CONSULTAS WHATSAPP [hidden information],"['al dia', 'parte']",https://web.facebook.com/marketplace/item/774529544297818/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai santa fe,2012,Hyundai,santa fe,7800000,,automatic,81000,Estación Central,Por encargo se vendé Hyundai Santa fe 2.4 año 2012 full equipo radio con pantalla Android 3 corridas de asiento luces LED neumáticos nuevos está llegar y transferir también podría permutar por moto de velocidad más dinero a mi favor interesados llamar al número[hidden information],[],https://web.facebook.com/marketplace/item/3734467466873383/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Hyundai accent automÁtico 1.6,2017,Hyundai,accent automÁtico 1.6,7480000,,automatic,95000,Maipú,✅HYUNDAI ACCENT AUTOMÁTICO ✅FULL EQUIPO ✅TOP DE LINEA ✅DOCUMENTOS AL DIA ✅VEMOS CREDITO AUTOMOTRIZ ✅VISITANOS EN AUTO CENTER MAIPU ✅CHAÑARSILLO 168 MAIPU ✅9️⃣7️⃣8️⃣1️⃣5️⃣8️⃣5️⃣9️⃣1️⃣,['al dia'],https://web.facebook.com/marketplace/item/939445511026611/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Hyundai terracan,2005,Hyundai,terracan,7500000,,automatic,200000,Viña del Mar,Se vende por renovación papeles al día transferible,['al dia'],https://web.facebook.com/marketplace/item/3251143451849285/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Hyundai elantra,2017,Hyundai,elantra,9700000,,automatic,65000,Curanilahue,"Se vende elantra full equipo automático 3 modo de conducción, sensor de proximidad delantero y trasero sus 5 llantas originales velocidad crucero dudas por imbox precio conversable",['conversable'],https://web.facebook.com/marketplace/item/1801672356980104/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai sonata,2012,Hyundai,sonata,6800000,,automatic,14000,Cabildo,Auto prácticamente nuevo transferencia al día precio conversable,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/928327061900169/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai santa fe,2010,Hyundai,santa fe,6750000,,automatic,172000,Paine,"Automática 2.7 tres corrida de asiento, caja tractonix velocidad crucero, cono de arrastré. [hidden information]",[],https://web.facebook.com/marketplace/item/941731634343613/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Hyundai veracruz,2008,Hyundai,veracruz,5900000,,automatic,206000,Santiago,Vendo o Permuto por auto más dinero a mi favor o que le haga el peso al día sin multas y transferible solo interesados Wsp [hidden information] Estaré atento,['al dia'],https://web.facebook.com/marketplace/item/1080058596548258/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Hyundai tucson,2007,Hyundai,tucson,4500000,,automatic,190000,Puente Alto,"Excelente vehículo, toda su documentacion al día, Llegar y transferir. Está llegar y andar... Se puede ver en Puente Alto. Solo reales interesados",['al dia'],https://web.facebook.com/marketplace/item/428096506258168/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai sonata yf gls 2.0 aut,2012,Hyundai,sonata yf gls 2.0 aut,3950000,,automatic,270000,Rengo,"Vendo o permuto Hyundai Sonata, año 2012 Valor $3.950.000 PRENDA Y MULTAS ENTREGO CON PAPELES AL DÍA HASTA EL 2025 Motor 2.0, automático Caja sexta triptronic Rápido y económico Mecánicamente impecable Línea de escape 3” hecha en inox, doble cola Valor permuta 4.5","['al dia', 'multas']",https://web.facebook.com/marketplace/item/1427533638134865/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Hyundai terracan,2006,Hyundai,terracan,5500000,,automatic,200000,La Cisterna,Buen estado Neumáticos impecables Tracción 4x4 Caja buen estado Motín 2.9 Diesel Capacidad 7 pasajeros Comuna de la cisterna,[],https://web.facebook.com/marketplace/item/467606092258167/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 Hyundai galloper 2,2000,Hyundai,galloper 2,4500000,,automatic,178000,Valparaíso,Camioneta bencinera 3.0 toda su mantecion realizada precio conversable o se permuta por otro Modelo,['conversable'],https://web.facebook.com/marketplace/item/947774970175023/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1995 Hyundai elantra,1995,Hyundai,elantra,500000,,automatic,148000,Santiago,"Para desarme 
Más información al dm
Disponibilidad inmediata",['desarme'],https://web.facebook.com/marketplace/item/803890481579354/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Hyundai santa fe,2011,Hyundai,santa fe,8300000,,automatic,253000,Viña del Mar,2011 Hyundai Santa Fe 2.2 GLS 4WD Auto CRDI Full,[],https://web.facebook.com/marketplace/item/941550767154719/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Hyundai terracan,2006,Hyundai,terracan,7150000,,automatic,246000,Peñalolén,"Muy buen estado. Diesel Automatico. 3 corridas de asientos. Al día a nombre de mi esposa. Transferible. Tiro de arrastre. Detalles de pintura en las molduras. Podría recibir auto pequeño, Hyundai Getz o similar.","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/722859623374522/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Hyundai santa fe,2011,Hyundai,santa fe,8600000,,automatic,252000,San Felipe,No description,[],https://web.facebook.com/marketplace/item/1075793963678569/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Hyundai tucson,2013,Hyundai,tucson,8500000,,automatic,100000,La Reina,"Hyundai tuckson solo 100 mil kms. TOPE de linea 4wd ✅Asientos de cuero ✅Techo panorámico y Sunroof ✅Velocidad crucero ✅Botón encendido star/stop ✅Caja automática ✅Radio bluetooth ✅Espejos eléctricos ✅Cámara de retroceso Excelente estado mecánico, a toda prueba. Bien ajustada. Solo detalle estético trasero, de aprecia en fotos. Consulta sin compromiso",[],https://web.facebook.com/marketplace/item/1111855536527956/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Hyundai accent,2001,Hyundai,accent,2350000,,automatic,217000,Santiago,Accent prime gls 1.5 automatico sin Aire. 1 dueña. Impecable. Solo detalles chicos. Principe de Gales 7720 la Reina. Waldo 76954402,[],https://web.facebook.com/marketplace/item/245729948532452/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Hyundai terracan gl 3.5 v6,2003,Hyundai,terracan gl 3.5 v6,4690000,,automatic,228000,Colina,"Awd, vidrios y espejos eléctricos, tres corridas de asientos, asientos de cuero, automática, aire acondicionado, techo eléctrico, mantenciones taller multimarca, coordinar visita, NO contamos con financiamiento automotriz para esta unidad, en todos nuestros vehículos puedes traer a tu mecánico de confianza y revisarlo en nuestras instalaciones.",[],https://web.facebook.com/marketplace/item/756199446615779/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai veracruz 3.8,2010,Hyundai,veracruz 3.8,5950000,,automatic,280000,Concón,"HYUNDAI VERACRUZ IMPORTADO (ERA MI AUTO EN USA) NEUMATICOS CON 6.000KM SIN MULTAS, NI PARTES TRANSFERIBLE LIQUIDO POR ESTE MES",[],https://web.facebook.com/marketplace/item/944506876785200/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai santa fe,2010,Hyundai,santa fe,6500000,,automatic,185000,Ñuñoa,"Se vende Santa Fe , 7 pasajeros, año 2010, transmisión automática, con pantalla, 3 corridas de asiento, excelente estado, al día, solo se vende por renovación, excelente vehículo, nunca un problema mecánico.",['al dia'],https://web.facebook.com/marketplace/item/413667581216049/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai elantra,2012,Hyundai,elantra,7500000,,automatic,173000,San Antonio,"Hyandai Avante ( Elantra) automático 1.6, automático, sensor y cámara de retroceso, pantalla touch y Bluetooth, manutenciones y papeles al día. Sin multas.Precio conversable.","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1636645920408271/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Hyundai santa fe,2006,Hyundai,santa fe,6200000,,automatic,120000,Valparaíso,No description,[],https://web.facebook.com/marketplace/item/972974167912289/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai veracruz (grand santa fe),2010,Hyundai,veracruz (grand santa fe),6490000,,automatic,214000,Santiago,"Hyundai Veracruz V6 3.8 Lts. AWD, Tope de Linea, 3 Corridas de Asientos 7 Pasajeros, Doble Aire Acondicionado, Bateria, Pastillas Delanteras y Aceite Motor Nuevos, Neumaticos Buen Estado, Papeles al Dia, Sin Multas ni Partes, Se Vende por No Uso, Detalles de Pintura por el Año, Se realizo Scanner y arrojo problema de catalitico, Valor Conversable, Whatsapp [hidden information]","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/964240038599562/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Hyundai elantra,2004,Hyundai,elantra,2800000,,automatic,235000,La Pintana,Vehículo de muy rico andar 🚘 Todos sus papeles al día ✅ Mantenciónes en taller especializado ⚙️👨‍🔧 Aire acondicionado ❄️❄️ Cierre centralizado 🔒 Alzavidrios eléctricos Caja automática en perfectas condiciones Discos en las cuatro ruedas 🛞 Vehículo en buenas condiciones generales De,['al dia'],https://web.facebook.com/marketplace/item/7938929922825103/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai santa fe,2010,Hyundai,santa fe,4800000,,automatic,111000,Nancagua,"Vendo mi hiunday en excelente estado, nunca una pana, detalles por el año, valor algo conversable, solo se vende porque no se ocupa. Agendar visitas o puedo ir a mostrar dentro de Ngua.",['conversable'],https://web.facebook.com/marketplace/item/3639537622954358/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai santa fe,2012,Hyundai,santa fe,7900000,,automatic,171000,Santiago,Mantención al día. Extras Control crucero Sensor de estacionamiento trasero Airbag Cierre centralizado Alza vidrio eléctrico Espejos retrovisores eléctricos Gancho de arrastre,['al dia'],https://web.facebook.com/marketplace/item/424430640085418/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Hyundai santa fe,2011,Hyundai,santa fe,7500000,,automatic,227000,Quillota,"Hyundai santa fe 2011, 2.4 4WD, full equipo, sunroof eléctrico, asientos de cuero, transmisión automática, 3 corridas de asientos, neumáticos nuevos, asiento conductor eléctrico, encendido smart key, revision técnica y permiso circulación al día, en buenas condiciones, precio conversable, acepto ofertas razonables.","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1121667912453241/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Hyundai accent,2015,Hyundai,accent,7000000,,automatic,85000,Valparaíso,"Vendo Hyundai Accent 2015
Automático Diésel
Mantención y documentación al día",['al dia'],https://web.facebook.com/marketplace/item/883545653454345/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Hyundai galloper 2,2001,Hyundai,galloper 2,2100000,,automatic,291000,Maipú,"Galloper 2, hyundai con kilometraje de 291.630 del año 2001. Funcionando. Lo vendo por cambio de vehículo",[],https://web.facebook.com/marketplace/item/438024128566735/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai tucson,2012,Hyundai,tucson,7900000,,automatic,105000,Santiago,"Hyundai Tucson año 2012 top de línea 4x4
Neumáticos nuevos frenos nuevos originales",[],https://web.facebook.com/marketplace/item/1193106601668582/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2002 Hyundai santa fe,2002,Hyundai,santa fe,3500000,,automatic,100000,Viña del Mar,Se vende vehículo en buen estado a todo aprueba conversable transferirle 100% operativo al día radio con pantalla full equipo alza vidrios cierre centralizado para más información información llamar al [hidden information],"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1049458749906429/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Hyundai tucson,2006,Hyundai,tucson,5450000,,automatic,202000,Providencia,"Se vende increíble Hyundai Tucson 2006 GlS At 4wD, Camioneta en excelente condiciones, 100% operativa, cuenta con los siguiente: - Automático - ⁠Tracción 4x4 - ⁠4 neumáticos nuevos - ⁠Mantenciones al día - ⁠Radio con pantalla - ⁠Aire acondicionado 100% operativo - ⁠Asientos impecables, siempre usado con fundas de asientos. - ⁠Full led - ⁠Sin multas, embargos u otro, 100% transferible Auto muy cómodo, rápido y por sobre todo seguro, ideal para familias grandes, por su maleta y barras en el techo. Su valor es de $5.450.000, conversable. Contactar a Claudio al Cel o Wsp: 9️⃣8️⃣8️⃣4️⃣4️⃣4️⃣6️⃣0️⃣6️⃣ 9️⃣6️⃣3️⃣2️⃣0️⃣8️⃣0️⃣1️⃣2️⃣","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/365834179745508/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Hyundai elantra,2001,Hyundai,elantra,1600000,,automatic,224000,Curicó,Se permuta hiunday elantra 2001 con detalles frenos malos está llegar y echar liquido de freno y llevárselo trizadura palabriza y detalles de pintura al día y tranferible interior impecable parte a la llave necesito un auto más chico oferten también se vende oferten,"['al dia', 'detalles menores', 'parte']",https://web.facebook.com/marketplace/item/1666613880538012/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Hyundai santa fe,2008,Hyundai,santa fe,6300000,,automatic,170000,Valparaíso,"Impecable auto familiar top de línea, 10 airbag, sunroof automático, tres corridas de asientos de cuero, capacidad para 7 pasajeros, motor 2.7, automatico, 4x4, neumáticos para superficie mixta nuevos, alzavidrios automáticos, cierre centralizado, dirección hidráulica, a/c, focos, neblineros.",[],https://web.facebook.com/marketplace/item/1116772676418964/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Hyundai starex,2005,Hyundai,starex,5200000,,automatic,169000,Valparaíso,Caracteristicas: Hyundai starex año 2005 Caja transmision automatica Motor 2.5 Disel 169.000 kilometros Clase B 11 pasajeros 3 corridas de asientos Asientos de cuero Cierre centralizado Espejo electronico Aire acondicionado Puerta de pasajeros electronica Parrilla de acero Llantas originales Papeles al día Detalles de pintura pero reparables Consultas [hidden information] Consulte,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/3719066034976317/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai tucson,2010,Hyundai,tucson,5000000,,automatic,228000,Puente Alto,"Vendo Hyundai Tucson 2010 caja mecánica con 228.000 kilómetro precio$5.000.000 conversable tiene detalles de pintura y detalles pequeños 2 dueño papeles al día ,mantención al día llegar y transferir. Cualquier duda por interno o al celular .","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1105030293911126/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Hyundai i30,2013,Hyundai,i30,6500000,,automatic,12000,Concepción,Vendo por apuro económico auto I30. Interesado coordinamos visita,[],https://web.facebook.com/marketplace/item/1357722214970034/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Hyundai tucson,2006,Hyundai,tucson,5400000,,automatic,200000,Santiago,"Se vende increíble Hyundai Tucson 2006 GlS At 4wD, Camioneta en muy buenas condiciones, 100% operativa, le funciona todo, cuenta con los siguiente: - Automático - ⁠Tracción 4x4 - ⁠4 neumáticos nuevos - ⁠Mantenciones al día - ⁠Radio con pantalla - ⁠Aire acondicionado 100% operativo - ⁠Asientos impecables, siempre usado con fundas de asientos. - ⁠Full led - ⁠2 copias de llaves - ⁠Sin multas, embargos u otro, 100% transferible - ⁠ Auto muy cómodo, rápido y por sobre todo seguro, ideal para familias grandes, por su maleta y barras en el techo. Su valor es de $5.850.000, conversable. Contactar a Claudio al Cel o Wsp: 9️⃣8️⃣8️⃣4️⃣4️⃣4️⃣6️⃣0️⃣6️⃣","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/7233943730047050/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai tucson,2010,Hyundai,tucson,4800000,,automatic,140000,Quillota,Vendo hiunday Tucson todo al día y transferible de uso diario  comversable,['al dia'],https://web.facebook.com/marketplace/item/769085625318022/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Hyundai santamo,1999,Hyundai,santamo,1900000,,automatic,165000,San Bernardo,Vendo mi hyundai santamo por renovación..uso diario..motor recien ajustado la mayoría de los repuestos son nuevos..esta al día transferible sin partes ...pequeño detalle cuesta partir en las mañanas 😅 después niun problema para partir durante el dia 😊....dudas y consultas al WhatsApp [hidden information] ...,"['al dia', 'repuestos']",https://web.facebook.com/marketplace/item/771668924916416/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1993 Hyundai elantra,1993,Hyundai,elantra,600000,,automatic,12000,Santiago,"Se vende auto andando papeles al día hasta 2025 sin multas transferible, motor y caja funcionando, caja de cambio nueva, detalles de pintura como se ve en la foto, el auto se entrega con 2 motores uno instalado y otro para cambiar solo la empaquetadura de la culata y otros detalles por el tiempo de uso como el radiador hay que realizarle servicio para que el motor funcione más refijerado con menos temperatura La caja da un golpe en el primer cambio solo hay que ajustar o cambiar la homogenetica lado derecho, pero yo me voy del país y no quiero gastar más el auto es bueno y el que lo quiera ajustar, combersamos el precio","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/340392201789846/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Hyundai tucson,2007,Hyundai,tucson,5000000,,automatic,223000,Melipilla,"Tucson 2007 en Exelentes condiciones Petrolera Automática 4x4 Full sin partes ni multas al día revisión hasta julio 2024, llegar y transferir. Tapiz en perfectas condiciones muy amplia, segura y confiable Exelente rendimiento.",['al dia'],https://web.facebook.com/marketplace/item/262084906941742/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai santa fe,2010,Hyundai,santa fe,7200000,,automatic,199000,Linares,Vendo auto hunday santa fe ... automático 3 corridas de asiento ful equipos 4x4 velocidad crucero .bencinero Bateria 1 mes de uso .. neumáticos 80 % de vida papeles al día ... transferible... precio poco conversable... se vende o se permuta,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1217896709188513/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai santa fe,2010,Hyundai,santa fe,6700000,,automatic,173000,Santiago,-HYUNDAY SANTA FE FULL EQUIPO - AÑO 2010 - 4x2 - MOTOR 2.4 -AUTOMÁTICA -BENCINERA - TRES CORRIDAS DE ASIENTOS MOTOR IMPECABLE TODO FUNCIONANDO AL DIA DETALLES DE PINTURA POR EL AÑO,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/819622576651526/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Hyundai tucson,2006,Hyundai,tucson,3400000,,automatic,240000,Quilpué,"Vendo mi camioneta hay que SOLO CAMBIAR TURBO... mi mecánico lo reparó, quedó funcionando impecable pero volvió a lo mismo al poco tiempo.... y no eh podido comprar uno nuevo. Muy buena maquina HYUNDAI TUCSON 2.0 TURBO DIÉSEL AÑO 2006 estéticamente impecable No perdió fuerza nada Solo cambiar turbo Motor y caja Automática impecables. Llamadas o WHATSAPP [hidden information]",[],https://web.facebook.com/marketplace/item/405679725336973/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Hyundai starex,2005,Hyundai,starex,5000000,,automatic,169000,Valparaíso,H1 hiunday 2.5 Dísel Cierre centralizado Alza vidrios Eléctricos Espejos Eléctricos Puerta del pasajero Eléctrica con selector para quedar manual Parrilla de acero en techo ( Soporta personas de pie perfectamente ) Asientos tipo cuero capacidad 12 pasajeros SEMANEJA CON CLASE B Llantas originales incluyendo repuesto Papeles al día Revisión técnica y permiso al día Detalles de pintura mínimos Fono [hidden information],"['al dia', 'detalles menores', 'repuesto']",https://web.facebook.com/marketplace/item/934052711363831/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai elantra,2012,Hyundai,elantra,6200000,,automatic,150000,Maipú,"Se vende por renovación a toda prueba + [hidden information]7
[hidden information]2",[],https://web.facebook.com/marketplace/item/978476866959192/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Hyundai grand i10,2017,Hyundai,grand i10,7000000,,automatic,110000,Santiago,"Se vende por renovación Hyundai grand i10 1.2 Transmisión automática 2 dueños 109.xxx km *detalle de pintura se ve en fotos, precio ligeramente conversable",['conversable'],https://web.facebook.com/marketplace/item/772491914799364/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Hyundai accent,2005,Hyundai,accent,1850000,,automatic,434430,Rancagua,En buen estado solo de prender y andar documentacion al dia sin multas trasñnsferible,['al dia'],https://web.facebook.com/marketplace/item/2833880070101330/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Hyundai terracan,2006,Hyundai,terracan,6200000,,automatic,260000,Algarrobo,"Se vende nuestra Terra de uso diario, a toda prueba, en excelente estado, todos sus papeles al día, permiso de circulación recién sacados hasta 2025, revisión técnica hasta noviembre 2024, sin ningún tipo de multas ni deuda tag! Llegar y conducir, llegamos hace poco de vacaciones en Argentina, la camioneta está sin ningún problema. Solo por renovación a un auto más pequeño, cualquier duda llamar. [hidden information]","['al dia', 'multas']",https://web.facebook.com/marketplace/item/417706693968742/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai i30,2010,Hyundai,i30,5400000,,automatic,200000,Rancagua,Se vende auto hatchback económico con todos los papeles al dia en excelente estado,['al dia'],https://web.facebook.com/marketplace/item/443396234790896/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Hyundai tucson,2006,Hyundai,tucson,6000000,,automatic,10000,Parral,Permuto tucson cualquier consulta al número 930*13*75*97.,[],https://web.facebook.com/marketplace/item/1548296019236811/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai i10,2012,Hyundai,i10,5100000,,automatic,69000,Santiago,"Con tan solo 69.000 kms esta practicamente nuevo, se vende por renovación, todas sus mantenciones al día, transferible, papeles al día, sin partes ni multas, neumaticos y llantas nuevas, MOMO, [hidden information]1.",['al dia'],https://web.facebook.com/marketplace/item/749602590612932/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Hyundai accent,1998,Hyundai,accent,1900000,,automatic,170000,Pedro Aguirre Cerda,Vendo hyundai accent año 1998 en buen estado se lo compre aun viejito y lo tenia guardado ase mucho tiempo le cambie amortiguadores delantero solo falta los traceros esta al día asta 2025 y transferible le cambie el parachoque ya k estaba roto es automático interesados me puede hablar para venir averlo estoy 24/7 en mi local,"['al dia', 'roto']",https://web.facebook.com/marketplace/item/445482621163798/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Hyundai getz,2008,Hyundai,getz,4200000,,automatic,180000,Santiago,"Hyunday Getz 1.6 automático, full, sensores de retroceso, a toda prueba. Ideal para la ciudad",[],https://web.facebook.com/marketplace/item/1085444479452489/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Hyundai accent,2020,Hyundai,accent,6990000,,automatic,110000,Puente Alto,"Se vende hyundai accent full 2020 Le funciona todo Detalle en su caja, aveces se acelera entre 2 y 3, pero se puede andar sin mayores problemas .. he viajado hasta la playa sin problemas Puente alto",[],https://web.facebook.com/marketplace/item/2167017173639896/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Hyundai hunday gran i 10,2018,Hyundai,hunday gran i 10,4950000,,automatic,109000,Padre Hurtado,Económico con sus mantenciones y cambio de aceite 2 dueño lo vendo por renovación 109352 kilómetros,[],https://web.facebook.com/marketplace/item/730595505853168/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Hyundai veloster,2019,Hyundai,veloster,9400000,,automatic,60000,La Cisterna,"PRENDA PRENDA PRENDA 🧾 Veloster 1.6 turbo automático en prenda dueño directo, permuto por suv Precio permuta 10.400.000 FAVOR SOLO GENTE QUE ENTENDIDA EN EL TEMA, recibo Camion en parte de pago",['parte'],https://web.facebook.com/marketplace/item/1379342752770447/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai santa fe,2012,Hyundai,santa fe,5500000,,automatic,125000,Renca,Santa Fe 2012 3.5 4x4 una de las versiones más full . Detalle caja de transmisión Anda pero aveces se bloquea en 4ta Y no me da para el arreglo que sale entre 1.8 y 2.3 mm ya cotizado Reales interesados por eso el precio,[],https://web.facebook.com/marketplace/item/2769234289907952/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai veloster,2012,Hyundai,veloster,7200000,,automatic,123000,Ovalle,"‼️conversable acepto ofertas ✅Motor 1.6 ✅123 km ✅Caja automática ✅Botón de encendido ✅Botón Sprint Booster (aumenta reacción de aceleración en 3 modos: Stock, Sport, Race) ✅Neumáticos 80% ✅Llantas aro 17 ✅Desplazadores de 1 pulgada ✅Techo panorámico ✅Puertas lambo ✅Sistema de audio incluido (dos amplificadores, uno para los parlantes y otro para el bajo) ✅Línea de escape modificada con silenciador/ alfaescape ✅Motor con filtro cónico ✅Radio con bluetooh ✅Al día transferible ✅Desgaste y detalles estéticos por el año","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1404288563781332/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Hyundai elantra,2012,Hyundai,elantra,6000000,,automatic,200000,San Javier,Se vende,[],https://web.facebook.com/marketplace/item/370971962476563/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Hyundai gran i 10 año 2022,2022,Hyundai,gran i 10 año 2022,9100000,,automatic,0,Rancagua,Hyundai Gran I10 año 2022 Alzavidrios electronicos Bluetooth direccion servo asistida pantalla retroceso,[],https://web.facebook.com/marketplace/item/2102051666822593/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
