Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
2011 Mazda 5 van 2.0 aut,2011,Mazda,5 van 2.0 aut,6250000,,automatic,230000,Penco,"VENDO VEHICULO FAMILIAR MAZDA 5 VAN AÑO 2011, AUTOMATICO, FULL EQUIPO, MUY BIEN CUIDADO, MOTOR 2.O BENCINERO, EN PERFECTAS CONDICIONES, DOCUMENTACION AL DIA, TIENE ESCOTILLA, AIRE ACONDICIONADO, CIERRE CENTRALIZADO, ALARMA, COMANDOS AL VOLANTE, VELOCIDAD CRUCERO, ALZA VIDRIOS ELECTRICOS, LLANTAS, RETROVISORES REMOTOS, CON 3 CORRIDAS DE ASIENTOS. SE VENDE POR RENOVACION. REALES INTERESADOS LLAMAR AL FONO NUEVE DOS TRES NUEVE NUEVE DOS TRES TRES UNO [hidden information]) PRECIO: $ 6.300.000.- CONVERSABLE. (ACEPTO OFERTAS).","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/7742352989131010/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda cx-5 r 2.0 2wd 6at,2015,Mazda,cx-5 r 2.0 2wd 6at,9990000,,automatic,175000,Vitacura,"Compra Online, ofrecemos financiamiento. Se vende Mazda CX-5, versión R, automática de 6 velocidades, mantenciones algunas en la maraca y luego por fuera, 2 llaves. Equipamiento: – Neblineros. – Sensores y cámara de retroceso. – Neumáticos en buen estado. – Llantas R17. – Antena tipo tiburón. – Spoiler. – Sensores y cámara de retroceso. – Doble tubo de escape. – Pisos de goma duros. – Cubre equipaje. – Climatizador bi zona. – 6 airbags. – Bluetooth. – Control de audio al volante. – Velocidad Crucero. – Volante forrado en cuero. – Alza vidrios eléctricos. – Espejos laterales eléctricos. – I-Stop – Computador a bordo. – Caja automática de 6 velocidades con trip-tonic. Mucho más! PD: Tapiz se lava al momento de la entrega.",[],https://web.facebook.com/marketplace/item/890102359528402/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 3,2015,Mazda,3,10000000,,automatic,105000,Lota,"Vendo mazda 3 top de linea 2.0, equipamiento full: - Llantas aro 18"" - luces led automáticas - Radio touch de 7"" con Bluetooth y GPS - Sistema de audio Bose - Cámara de retroceso con sensores delanteros y traseros - Asientos de cuero - Climatizador - Caja tiptronic con cambios en el volante - Head-up display - Velocidad crucero - Sunroof - 6 airbags Todos al dia, llegar y transferir….",['al dia'],https://web.facebook.com/marketplace/item/1456159298665678/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1996 Mazda artis,1996,Mazda,artis,1600000,,automatic,197000,Traiguén,Se ISO ajuste pero el mecánico no cepillo culata x ende pasa agua al aceite se paró andando fue hace poco al día transferencia inmediata,['al dia'],https://web.facebook.com/marketplace/item/1473943066528637/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Mazda 3,2006,Mazda,3,4300000,,automatic,230000,Hualpén,"Auto en excelente estado, cómodo, rápido, alza vidrios y espejos eléctricos, aire acondicionado, neumáticos en buen estado. Documentación al día totalmente transferible. Vendo solo por renovación, precio conversable.","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1067248204577549/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda bt-50,2008,Mazda,bt-50,8100000,,automatic,180000,Bulnes,"Vendo o permuto por Furgon de pasajeros BT50 4x4 Automática Selector de tracción electrónica Aire acondicionado ( para cargar) Alza vidrios eléctricos Espejos eléctricos Detalles estéticos Motor turbo diésel 2,5 Diésel Se encuentra en Santa Clara comuna de Bulnes",['detalles menores'],https://web.facebook.com/marketplace/item/774756554578876/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda cx-7,2012,Mazda,cx-7,6500000,,automatic,95000,Concepción,"VENDO MAZDA CX7 R 2.5 AT. año 2012 , auto de uso diario IMPECABLE estado interior muy cómodo. Full equipo. km real 95.***. Sumando. algunos detalles estéticos producto del uso. Motor impecable Motor 2.5cc Mandos al volante y radio original. Velocidad crucero. Precio conv. Más info hablar",['detalles menores'],https://web.facebook.com/marketplace/item/237551902781452/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda cx-5 gt,2013,Mazda,cx-5 gt,9900000,,automatic,100000,Santiago,VENTA/MAZDA CX-5 GT 2013/RECIBO EN PARTE PAGO _______________________ Marca: MAZDA Modelo: CX-5 Versión: GT Motor:2.000 Año: 2013 Transmisión:AUTOMÁTICO Kilómetros: 100.000 Tracción: ADW Color: Gris OSCURO Servicios: Particular Precio: $9.990.000 _____________________ Datos adicionales: *2 Llaves *Semi full *Excelente estado *Certificado Inspeccion *Informe Check List *Llantas aleación 17 “ *Mantenimiento al día. *Sin Multas *Transferible *Brindamos crédito Automotriz 20% pie minimo *Podemos aceptar autos en parte de pago Contacta a tu Asesor para generar cita e Inspeccion Ocular Comercial GO!CARS Telef +56982053084 📲 Link WhatsApp https://wa.me/message/7ZBRSME4A6EGJ1 https://linktr.ee/gocarsbrokers Catalogo https://vercatalogo.com/gocars_brokers,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/245282118575350/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda 6,2007,Mazda,6,4800000,,automatic,185000,Concepción,Se vende mazda 6 2007 Motor 2.0 185.000 km Automático trip tronic Velocidad crucero Mando al volante sensor de retroceso Dos llaves Mantención al día Documentación al día llegar y transferir 4.800.000 conversable,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1519958951897227/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda cx-7,2008,Mazda,cx-7,7000000,,automatic,19000,La Serena,"Vendo x renovación Mazda cx-7 automatica 2.3 turbo bencinera todo al día Transferencia inmediata! mantenciones hechas Cambio de aceite Castrol , cambio aceite caja , llantas 18 OZ , full led , radio con pantalla",['al dia'],https://web.facebook.com/marketplace/item/668778391967503/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda premacy 2.0 aut,2010,Mazda,premacy 2.0 aut,5500000,,automatic,160000,Tomé,Al día. En excelentes condiciones. Conversable.,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/930499881947421/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
"2007 Mazda 3 sport 1,6 aut",2007,Mazda,"3 sport 1,6 aut",5000000,,automatic,20000,San Pedro de La Paz,"Vendo por renovación mazda 3 sport 1,6 año 2007 automático. Aire acondicionado. Forros de aciento. Motor ajustado completamente. Algunos detalles estéticos. Precio poco conversable.","['conversable', 'detalles menores']",https://web.facebook.com/marketplace/item/432067302664586/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Mazda artis,1998,Mazda,artis,1600000,,automatic,2000,Longaví,"Se vende o permuta Mazda artis , año 1998 ,motor 1.6 transferible sin multas ni partes se puede ver en Longaví, solo real interesado por favor !!! Permuto por auto más chico de preferencia Chevrolet Corsa !!! Gente seria por favor ... !!!",[],https://web.facebook.com/marketplace/item/7850319018332843/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 6,2014,Mazda,6,9500000,,automatic,134000,Concepción,"Mazda6 
Automático 
134.xxx km
2.0 skyactiv
Wsp ➕5️⃣6️⃣9️⃣7️⃣8️⃣9️⃣9️⃣3️⃣4️⃣4️⃣9️⃣",[],https://web.facebook.com/marketplace/item/1388178768731608/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1990 Mazda mazda3,1990,Mazda,mazda3,3600000,,automatic,6000,Lautaro,Se vende auto con detalle del pintura precio comversable mas detalles por interno personas seria porfis no prejuntones por hubo un loco para prejuntar puras lesera,[],https://web.facebook.com/marketplace/item/921851132726636/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Mazda premacy 2.0,2006,Mazda,premacy 2.0,4800000,,automatic,169000,La Serena,"Precio conversable, papeles al día

[hidden information]
[hidden information]","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/2117743011905519/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 3,2014,Mazda,3,7500000,,automatic,76000,San Carlos,"Full , 76000 km , sensor de lluvia , sensor de luces ,espejos eléctricos abatibles y de ajuste , sunroof , ABS , caja y motor al 100 , dos neumáticos nuevos en general en buenas condiciones...",[],https://web.facebook.com/marketplace/item/1607390576774459/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda cx-7,2011,Mazda,cx-7,6000000,,automatic,200000,Ovalle,Vendo mi Mazda cx7 en perfectas condiciones! Año 2011 3 dueños todos sus papeles al día! Llegar y andar trasferencia inmediata hasta con su permiso de circulación al día! 6.000.000 se puede ver en Ovalle cualquier duda consulta respondo inmediato! A toda prueba,['al dia'],https://web.facebook.com/marketplace/item/429153662839959/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda cx-7,2012,Mazda,cx-7,7500000,,automatic,173000,Coronel,"Mu buena maquina rápida y segura ,cuenta con 4 airbag, Cierre centralizado, aire acondicionado, velocidad crucero, motor 2.5 en carretera da 13.5 esta en la foto. PRECIO CONVERSABLE . Información por INBOX.",['conversable'],https://web.facebook.com/marketplace/item/1221557365329908/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda cx-7,2012,Mazda,cx-7,7500000,,automatic,173000,Coronel,"Muy buena máquina,rápida y segura , cuenta con 4 airbag, cierre centralizado, aire acondicionado, motor 2.5 ,rendimiento en carretera 13,5. PRECIO CONVERSABLE. más información por inbox. [hidden information].",['conversable'],https://web.facebook.com/marketplace/item/1787005098449976/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda cx-7,2012,Mazda,cx-7,8500000,,automatic,120000,Coquimbo,"Se vende suv mazda cx-7 año 2012 full. Auto muy amplio y cómodo, para 5 pasajeros y maletero de 450 litros aprox. Motor 2.5 Trasmisión automática Llantas de alineación original Neblineros Comando al volante Velocidad crucero Radio original Asientos full cuero Manilla cromadas Aire acondicionado 2 airbag Asientos calefaccionados conductor y copiloto Alza vidrios en 4 ventanas Cierre de puertas centralizado 2 de llaves Todos los papeles y mantenciones al día 4x2 A toda prueba Segundo dueño * llantas y caliper pintados Precio conversable","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/2141024466234797/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 5 2.0 aut,2015,Mazda,5 2.0 aut,8200000,,automatic,132000,Santiago,"*UNICO DUEÑO *EXCELENTE ESTADO *VIDRIOS Y ESPEJOS ELECTRICOS *TREZ CORRIDAS DE ASIENTO *MANDOS ELETRICOS AL VOLANTE *CLIMATIZADOR BIZONA *PANTALLA DVD *VISTA PANORAMICA *LLANTAS DE ALEACION *NEBLINERO *CONSULTA POR TÚ FINANCIAMIENTO AUTOMOTRIZ, RECIBIMOS TÚ VEHÍCULO EN PARTE DE PAGO, ACEPTAMOS TARJETAS DE CRÉDITO. CONSIGNAMOS TÚ VEHÍCULO, COMPRAMOS TÚ VEHÍCULO PAGO CONTADO E INMEDIATO. *AUTOMÓVILES PELAYO*",['parte'],https://web.facebook.com/marketplace/item/1666844967464225/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Mazda cx-30,2022,Mazda,cx-30,3600000,,automatic,42000,La Serena,"EN VENTA MAZDA CX-30 AÑO 2022 VERSIÓN CORE 2.0 CON 42.000 KM DE USO, MANTENIMIENTOS Y DOCUMENTACIÓN AL DÍA, ES TRANSMISIÓN AUTOMÁTICA, Y NO POSEE DETALLES MECÁNICOS. ✅Motor 2.0L. ✅153 Hp. ✅200 Nm. ✅Pantalla 8,8” ✅Conectividad. ✅Climatizador bizona. ✅7 airbags. ✅Anclajes ISOFIX. ✅Sistema i-stop. ✅Asistencia de arranque en pendientes. ✅Cierre centralizado. ✔️VEHÍCULO INSPECCIONADO Y APTO PARA USO DE GARANTÍAS AUTOMOTRICES. 💰PRECIO: $17.990.000 📎FINÁNCIALO CON: $3.600.000 de pie 💵💳 CON RENTA. $7.200.000 CRÉDITO EXPRÉS 40%. GESTIONAMOS TU FINANCIAMIENTO CON TASAS PREFERENTES (SUJETO A EVALUACIÓN), FINANCIAMIENTO EXPRESS (SIN LIQUIDACIONES), SEGUROS Y GARANTÍAS. 📍ACERCATE HASTA NUESTRA SUCURSAL EN MALL PUERTAS DEL MAR, SECTOR AUTOSHOPPING Y PRUEBA EL AUTO DE TUS SUEÑOS GRATIS.",['al dia'],https://web.facebook.com/marketplace/item/718183047173588/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Mazda 3,2006,Mazda,3,1500000,,automatic,220000,Longaví,"Mazda 3 2006 transferible se vende completo.
Más detalles por mensaje",[],https://web.facebook.com/marketplace/item/379329148279090/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda cx-5,2013,Mazda,cx-5,9900000,,automatic,100000,Las Condes,VENTA/MAZDA CX-5 GT 2013/RECIBO EN PARTE PAGO _______________________ Marca: MAZDA Modelo: CX-5 Versión: GT Motor:2.000 Año: 2013 Transmisión:AUTOMÁTICO Kilómetros: 100.000 Tracción: ADW Color: Gris OSCURO Servicios: Particular Precio: $9.990.000 _____________________ Datos adicionales: *2 Llaves *Semi full *Excelente estado *Certificado Inspeccion *Informe Check List *Llantas aleación 17 “ *Mantenimiento al día. *Sin Multas *Transferible *Brindamos crédito Automotriz 20% pie minimo *Podemos aceptar autos en parte de pago Contacta a tu Asesor para generar cita e Inspeccion Ocular Comercial GO!CARS Telef +56982053084 📲 Link WhatsApp https://wa.me/message/7ZBRSME4A6EGJ1 https://linktr.ee/gocarsbrokers Catalogo https://vercatalogo.com/gocars_brokers,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/2183045068698105/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Mazda mg zs automÁtica,2021,Mazda,mg zs automÁtica,9890000,,automatic,39000,Huechuraba,"Mg Zs Automático ¿Estas en busca de tu auto soñado? _ _ _ _ _ ¡¡¡Ven y visítanos!!! _ _ _ _ _ _ Movicenter - Av. Américo Vespucio 1155, Huechuraba, Región Metropolitana📍 Local de OLX Autos🚗 ✅Aceptamos tu vehículo como parte de pago. ✅Gestionamos tu crédito al instante. obtienes un ✅Los mejores precios del mercado. Tenemos mas de 1.000 autos en stock💥 Liliana Sánchez Cotiza ahora➕5️⃣6️⃣ 9️⃣2️⃣7️⃣3️⃣2️⃣6️⃣3️⃣7️⃣1️⃣ NO dudes en contactarme y consulta por tu bono con financiamiento🤑 Obtén cupón de descuento, solo para clientes agendados vía WhatsApp, días Viernes y Sábado!",['parte'],https://web.facebook.com/marketplace/item/2540100142842095/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Mazda artiz,1997,Mazda,artiz,500000,,automatic,11000,Talcahuano,Se vende mazda artiz año 1997 automatico motor 1.8 para repuesto,['repuesto'],https://web.facebook.com/marketplace/item/395437453222972/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 5,2014,Mazda,5,7200000,,automatic,140000,Chiguayante,"Se vende por renovación mazda 5 año 2014 en excelentes condiciones generales full equipo posee Alza vidrios, cierre centralizado, alarma, espejos eléctricos, airbag, frenos abs, aire acondicionado con climatizado sunrrof, 3 corridas de asientos, neumáticos nuevos etc dudas al 9️⃣4️⃣2️⃣6️⃣4️⃣3️⃣5️⃣9️⃣4️⃣",[],https://web.facebook.com/marketplace/item/429860959456247/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Mazda artis,1998,Mazda,artis,2500000,,automatic,290000,Los Ángeles,Se vende mazda Artis es full equipo todo funcionando perfectamente,[],https://web.facebook.com/marketplace/item/395908399812581/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
