Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
2019 Kia rio,2019,Kia,rio,8100000,,manual,72000,Santiago,"Vehículo en excelente estado.

- 72.000 km
- Segundo dueño 
- Permiso de circulación 2024
- A/C",[],https://web.facebook.com/marketplace/item/995828558642307/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Kia rio,2013,Kia,rio,4900000,,manual,136000,Rancagua,"Vendo o permuto todo al dia, sin multas, polarizado certificado, tiene corta corriente, sensor de retroceso caja 6ta motor 1.4 full economico Lo vendo por apuro",['al dia'],https://web.facebook.com/marketplace/item/2625292924344168/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia optima,2014,Kia,optima,6500000,,manual,111000,Calera de Tango,"Full ,Operativo,Auto de empresa transportes y turismo en renovación ,por eso el valor oferta,Valor Conversable",['conversable'],https://web.facebook.com/marketplace/item/951005592907029/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
"2014 Kia morning lx 1.0 unico dueÑo , transferencia de regalo hasta el 30/03 , financiamos",2014,Kia,"morning lx 1.0 unico dueÑo , transferencia de regalo hasta el 30/03 , financiamos",3990000,,manual,181000,Quilpué,"✅KIA MORNING LX 1.0 ✅AÑO 2014 ✅ÚNICO DUEÑO ✅181.000 KM 👉PIE $ 1.995.000 👉PRECIO $ 3.990.000 ✅DOBLE AIRBAG ✅ALZAVIDRIOS Y ESPEJOS ELÉCTRICOS ✅CIERRE CENTRALIZADO ✅RADIO ✅TAPIZ Y PINTURA IMPECABLES ✅NEBLINEROS 🤩PRECIO $ 3.990.000🤩 📞CONTACTO +56989272775 LUIS PEREIRA https://wa.me/c/56989272775 📞CONTACTO +56988408239 IGNACIO TORO https://wa.me/message/NHQGBQE2XRYLI1 ✔GESTIONAMOS CRÉDITO AUTOMOTRIZ ✔SE ACEPTA VEHÍCULO EN PARTE DE PAGO ✔EFECTIVO Y TRANSFERENCIAS ✔TARJETAS DE CRÉDITO VISITA NUESTRO LOCAL EN AVENIDA LOS CARRERA PARADERO 30 1/2 QUILPUÉ , ENCONTRARÁS ESTE Y MÁS VEHÍCULOS QUE TE VAN A ENCANTAR.",['parte'],https://web.facebook.com/marketplace/item/337041812697906/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Kia cerato koup,2010,Kia,cerato koup,6000000,,manual,250000,Limache,Transferible al día detalles de uso precio conversable llegar y andar consultas al [hidden information],"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1097859211441435/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Kia soluto,2022,Kia,soluto,4200000,,manual,80450,Santiago,"Vendo Kia soluto 2022,en prenda y multas de tag, está a mi nombre,,se vende con poder ante notario,solo reales interesados ,no preguntones",['multas'],https://web.facebook.com/marketplace/item/2577797475739069/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia río 5,2015,Kia,río 5,5800000,,manual,155000,Nancagua,"Kia Río 5 año 2015 full, motor 1.4. Segunda dueña. Todos los papeles al día. Quienes estén interesados o interesadas, contactarse al número [hidden information] o al [hidden information].",['al dia'],https://web.facebook.com/marketplace/item/431291316039814/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Kia rio,2005,Kia,rio,1400000,,manual,190000,Quilicura,Kia rio 2..andando sin problema al día ii conversable ii,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/389566157164990/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia rio,2012,Kia,rio,5000000,,manual,98000,Santiago,Se vende Kia Rio 5 Ub Ex 1.2 con todos los papeles y permiso de circulación al día. 98000 km. Ningún detalle mecanico solo detalles estéticos por el año. Precio Conversable.,"['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/7565600043460152/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia rio,2014,Kia,rio,4700000,,manual,108000,Santiago,Kia rio 4 año 2014 Documento al dia hasta 2025 Sin multas sin prenda Se puede ver en la comuna de larapinta Esta tal cual las fotos Minimos detalles de pintura Cambio de aceite Filtro Cambio de cooler Bujias Y pastillas ase 3 meses Mantiene todo original exterior e interior Mi numero para mejor comunicacion [hidden information] Jordan SIN AIRE acondicionado No conversave Valor mercado 5.5 Precio 4.7,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1862487830864202/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Kia morning,2008,Kia,morning,2900000,,manual,170000,Estación Central,"Está todo en muy buen estado Posee embrague nuevo, tren delantero nuevo, los 4 amortiguadores nuevos, soportes nuevos, batería nueva, los 4 neumáticos nuevos , motor ajustado con todo nuevo frenos buenos radio nueva y tapicería muy buena lo vendemos por renovación.",[],https://web.facebook.com/marketplace/item/864236495388969/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia morning,2012,Kia,morning,3200000,,manual,100000,Maipú,"Kia morning año 2012 al día transferible precio conversable
Tiene pequeños detalles","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/956284512596773/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Kia carens,2007,Kia,carens,3900000,,manual,205000,Pudahuel,"-se vende Por favor leer bien -documentación al día -amortiguadores con 6 meses de uso -radio con pantalla táctil y Bluetooth -cierre centralizado y alarma -tres corridas de asientos -neumaticos semi nuevos, 90% vida útil -motor cambiado hace un año, 100 mil kilómetros -motor inscrito en registro civil, 80 mil kilómetros -embriague cambiado hace un año -caja con mantención hace un año y piola del cambio renovado -detalle estético por el año -aire acondicionado malo -enganche americano (coco) -bandejas de tren delantero recién cambiados","['al dia', 'malo']",https://web.facebook.com/marketplace/item/385990924389784/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Kia besta ultra 2.7,2004,Kia,besta ultra 2.7,4000000,,manual,214000,Villa Alemana,"Se vende al día recién pasada la revición transferencia inmediata a mi nombre ajustado hace 2 meses sin problemas tiene 4 corridas de asientos modelo full con aire acondicionado y calefacción funcionando pequeños detalles estéticos ES CLASE B, Tengo los vidrios de la última corrida igual .","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/7208944319202749/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Kia sportage,2005,Kia,sportage,2750000,,manual,20000,El Tabo,"Remato por mes de  abríl full , no por mala solo x Aser lucas recibo en pagó con vuelto a mi favor",['mala'],https://web.facebook.com/marketplace/item/837397924864047/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Kia mornig,2009,Kia,mornig,2500000,,manual,2000,Puente Alto,Económico!! Por renovación,[],https://web.facebook.com/marketplace/item/426736979843136/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia rio,2012,Kia,rio,4700000,,manual,140000,Santiago,al dia hasta 2025 solo detalles esteticos,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/355547743501310/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Kia morning non stop,2016,Kia,morning non stop,5000000,,manual,83000,La Florida,"Totalidad de la documentación al día 2025, soy el 3er dueño, full equipo aire acondicionado, mandos al volante, espejos eléctricos, dirección hidráulica, llanatas de fábrica, radio con Bluetooth, sin partes ni multas listo para usar y disfrutar. Respondo la Totalidad de los mensajes consulte. Soy de la florida.",['al dia'],https://web.facebook.com/marketplace/item/1351241825568870/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia morning lx 1.0,2014,Kia,morning lx 1.0,3990000,,manual,181000,Quilpué,"✔NO PIERDAS ESTA OPORTUNIDAD, EL AUTO QUE BUSCAS LO TENEMOS ACÁ ! ✔ ✅KIA MORNING LX 1.0 ✅AÑO 2014 ✅ÚNICO DUEÑO ✅181.000 KM 👉PIE $ 1.995.000 👉PRECIO $ 3.990.000 ✅DOBLE AIRBAG ✅ALZAVIDRIOS Y ESPEJOS ELÉCTRICOS ✅CIERRE CENTRALIZADO ✅RADIO ✅TAPIZ Y PINTURA IMPECABLES ✅NEBLINEROS 🤩PRECIO $ 3.990.000🤩 https://wa.me/message/NHQGBQE2XRYLI1 📞CONTACTO +56988408239 IGNACIO TORO 📞CONTACTO +56989272775 LUIS PEREIRA ✔GESTIONAMOS CRÉDITO AUTOMOTRIZ ✔SE ACEPTA VEHÍCULO EN PARTE DE PAGO ✔EFECTIVO Y TRANSFERENCIAS ✔TARJETAS DE CRÉDITO VISITA NUESTRO LOCAL EN AVENIDA LOS CARRERA PARADERO 30 1/2 QUILPUÉ , ENCONTRARÁS ESTE Y MÁS VEHÍCULOS QUE TE VAN A ENCANTAR.",['parte'],https://web.facebook.com/marketplace/item/1370317350343781/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Kia rio,2013,Kia,rio,7600000,,manual,95000,Puente Alto,"¡Se vende Kia Río 5 Sport 1.4 cc en excelentes condiciones! Características: - Kilometraje original de 95.XXX, de uso diario - Versión Full equipo, muy cómodo - Asientos de cuero mantenido siempre con productos Meguiar's - Sunroof eléctrico . - Transmisión de 6 velocidades mecánica -Radio Android con pantalla de 9"". - Tapicería impecable. - Aire acondicionado recién cargado. - Mantenimiento siempre realizado según pautas del fabricante con productos top. - Luces LED delanteras y traseras de fábrica. - Permiso de circulación hasta el 2025 Cualquier consulta sería al Dm.",[],https://web.facebook.com/marketplace/item/1564158061104285/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Kia rio,2018,Kia,rio,8490000,,manual,67000,Rinconada,"Vendo Kia Rio 4 año 2018, 67000 kilómetros aprox. Documentación al día. Aire acondicionado.Exelente estado. Revisión Técnica octubre 2024. Permiso Circulación al dia. Valor 8.490.000-.",['al dia'],https://web.facebook.com/marketplace/item/422972003478364/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Kia sedan,2008,Kia,sedan,2000000,,manual,11000,Rancagua,se vende kia rio jb 2008 con multas de tag al dia motor al 100 conversable real solo interesados gracias o permuta por una camioneta Detalles estéticos Parabrisa trizado Mica del foco trasero quebrada Tiene alarma Cierre centralizado Dirección hidráulica Polarizado completo Radio con pantalla precio conversable,"['conversable', 'al dia', 'detalles menores', 'trizado', 'multas']",https://web.facebook.com/marketplace/item/387672697449119/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Kia sportage,1999,Kia,sportage,2200000,,manual,143000,Quilpué,Está en muy buen estado Kia sportage año 1999 funciona todo ful ekipo fartan solo flujómetro k está malo pero se entrega funcionando y flujómetro cambiado 2 años atrasada con transferencia,"['atrasada', 'malo']",https://web.facebook.com/marketplace/item/368310096018210/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Kia morning,2017,Kia,morning,5950000,,manual,87000,Quilpué,"Vendo kia morning 2017 1.2 full ,único dueño, A/C, alzavidrios eléctricos, comando al volante, motor impecable , sin detalles en carrocería, muy bien cuidado en general, tiene extras como los rines de 15 y techo , con sus papeles al dia y sin multas.",['al dia'],https://web.facebook.com/marketplace/item/944526227175738/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Kia jb,2011,Kia,jb,3600000,,manual,163000,Santiago,"Solo llamar interesados .
Auto en muy buen estado ,  sin detalle , sin aire acondicionado",[],https://web.facebook.com/marketplace/item/957688175880814/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Kia cerato,2010,Kia,cerato,5400000,,manual,178000,Molina,"Vendo Kia Cerato año 2010, excelente estado, con todos sus papeles al día hasta el año 2025, full equipo, amplio y muy cómodo, detalles estéticos por el año. Su precio es poco conversable. Se vende solo por renovación. Consultas y detalles al [hidden information].","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1563124844259403/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia morning full sport,2014,Kia,morning full sport,5000000,,manual,108000,La Florida,No description,[],https://web.facebook.com/marketplace/item/7150704061649479/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Kia rio,2001,Kia,rio,1900000,,manual,200000,Melipilla,"-Kia rio 1 Conversable -Motor 1.5 -Mantecion al dia (menos de un mes) -Transferible al dia, hasta 2025 -Detalles solo de pintura -230.000 km","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/279135405231036/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Kia rio,2017,Kia,rio,7500000,,manual,92000,Santiago,$7.500.000 conversable. Se vende auto kia rio 4 año 2017 Con 92 mil km aprox Excelentes condiciones. Única dueña. Sin multas. Papeles al dia. Tal como aparecen en las fotos. Contacto al 945013388 985117906 o al [hidden information],"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/886494576581337/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Kia morning,2011,Kia,morning,4680000,,manual,158000,Rancagua,"Kia Morning 1.2 EX, FULL EQUIPO, en excelente estado, muy bien cuidado, sin partes ni multas, con toda su documentación al dia hasta el año 2025, impecable. AIRE ACONDICIONADO Espejos retrovisores electricos Espejos abatibles electricos Alzavidrios electricos en 4 puertas 2 copias de llaves Vehiculo en excelente estado.",['al dia'],https://web.facebook.com/marketplace/item/978137210391643/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia rio,2012,Kia,rio,4750000,,manual,238132,Limache,"4.750.000 Vendo auto kia rio 5 año 2012 motor 1.2 con 148 mil km excelente estado y muy rendidor, tapiz en perfectas condiciones al igual que pintura, (sin aires acondicionado). Cierre centralizado, alzavidrios delanteros electricos, llegar y transferir. Ver en limache. Fono [hidden information]",[],https://web.facebook.com/marketplace/item/1255043365469223/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia rio,2014,Kia,rio,6100000,,manual,144000,San Joaquín,Vendió kia rio O permuto Aire acondicionado ✅ Velocidad crucero✅ Mandos al volante ✅ Pantalla de 7 pulgadas✅ Espejos automáticos ✅ Neumáticos al 95% Papeles al día y transferible Solo reales interesados !!,['al dia'],https://web.facebook.com/marketplace/item/353950877640103/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia morning,2014,Kia,morning,4400000,,manual,123000,Viña del Mar,"El Kia Morning 1.2 MEC. EX es un vehículo compacto y ágil, ideal para la conducción urbana. Equipado con un motor de 1.2 litros y transmisión manual, ofrece una conducción eficiente y económica. El interior presenta características como dirección asistida y elevalunas eléctricos. No posee Aire Acondicionado. Unico Dueño, precio conversable",['conversable'],https://web.facebook.com/marketplace/item/974906133995676/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Kia morning kia morning,2010,Kia,morning kia morning,2900000,,manual,21000,Santiago,Se vende Kia morning 2010 Por renovación Detalles esteticos Mantenciones al día Permiso de circulación hasta 2025 Detalles de pintura por el año Andando a la llave alza vidrio cierre centralizado transferible.. tercer dueño,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/723993832930752/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Kia rio,2017,Kia,rio,7500000,,manual,92000,Quilicura,$7.500.000 conversable. Se vende auto kia rio 4 año 2017 Con 92 mil km aprox Excelentes condiciones. Única dueña. Sin multas. Papeles al dia. Tal como aparecen en las fotos. Contacto al 945013388 985117906 o al [hidden information],"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/873595728112789/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia rio 4,2012,Kia,rio 4,5200000,,manual,200000,San Vicente,Se vende kia rio 4 año 2012 en muy buen estado 1.4 de motor con caja de 6 full equipo todo funcionando espejos electricos papeles al dia y transferible precio conv. Llamar al 9️⃣ 8️⃣ 1️⃣ 9️⃣ 6️⃣ 4️⃣ 4️⃣ 4️⃣ 2️⃣,['al dia'],https://web.facebook.com/marketplace/item/1388684205343248/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Kia rio,2013,Kia,rio,5600000,,manual,133000,Viña del Mar,"Vendo kia rio 5, papeles al día, sin multas ni partes, transferencia inmediata, auto económico y ágil",['al dia'],https://web.facebook.com/marketplace/item/2001065356962111/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Kia avella delta 2,1998,Kia,avella delta 2,890000,,manual,266000,El Monte,"Vendo kia avella delta 2 motor,caja y tren delantero al 100 con muy buena compresión motor 1.5,séquito no consume agua ni aceite cero fugas alza vidrios en las 4 puertas papeles atrasado con este año serian 3 años ,OJO NO TRANSFERIBLE ya que perdí el contacto con el dueño anterior levemente conversable en persona .fono [hidden information] carlos","['conversable', 'atrasado', 'no transferible']",https://web.facebook.com/marketplace/item/407428215323296/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia morning 1.2 ex,2015,Kia,morning 1.2 ex,5200000,,manual,126000,Buin,"El precio del vehiculo es conversable, ya que el boton de apertura de la maleta no funciona bien, por temas de tiempo no he podido repararlo. El vehiculo en este momento no se mueve de la casa.",['conversable'],https://web.facebook.com/marketplace/item/1424316808179086/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia rio,2015,Kia,rio,6500000,,manual,96000,Santiago,Se vende kia río 4 año 2015 96.000 kilómetros Documentación al día 3 dueños Full equipo 2 juegos de llaves Rueda de repuesto llanta No tiene multas ni partes,"['al dia', 'repuesto']",https://web.facebook.com/marketplace/item/699462878794042/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Kia cerato,2008,Kia,cerato,3000000,,manual,2000,Santiago,Vendo mi Kia cerato en excelentes condiciones toda su documentación al día tiene aire acondicionado todo funcionando al 100 se puede revisar con mecánico si gusta cualquier consulta llamar [hidden information],['al dia'],https://web.facebook.com/marketplace/item/1230962088309136/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia rio,2014,Kia,rio,6600000,,manual,121000,Puente Alto,"Auto kia rio 4 del año 2014, usado en buen estado. Con 121.862 Km.",[],https://web.facebook.com/marketplace/item/789276985954441/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Kia cerato,2010,Kia,cerato,6250000,,manual,184000,Santiago,"Vendo Kia cerato koup, año 2010 full equipo, motor 1.6 manual, con aire condicionado en buen estado con la totalidad de su documentación al dia, precio Conversable","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/302640212847988/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia cerato,2012,Kia,cerato,4990000,,manual,233000,Viña del Mar,"Kia Motors Cerato C 🇰🇷| Año 2012 | 233.00Km | 1.6 MT Bencinero | 💰4.990.000 + Info al Whatsapp ➕5️⃣6️⃣9️⃣3️⃣5️⃣8️⃣6️⃣0️⃣4️⃣8️⃣4️⃣ 🚩 Equipamiento · Llantas Aro 15` · Controles al Volante · Airbag Frontal · Seguro de niños en puertas traseras · Alzavidrios eléctricos · Radio USB, AUX, MP3 & Bluetooth · Volante regulable en altura · Parlantes en todas sus puertas · Neumáticos ( 60% de vida útil ) · Encendedor · Cierre centralizado · Llave con apertura y cierre de puertas remoto · Espejos retrovisores eléctricos · Toma corriente central · Antena ✅ Sin partes ni multas ✅ Sólo interesados ✅ 2 Llaves ✅ SIN SINIESTROS #auto #chimbarongo #compraventa #autos #kia #kiamotors #kiacerato #cerato #ceratoc",[],https://web.facebook.com/marketplace/item/434748619119523/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia rio,2015,Kia,rio,6000000,,manual,113000,San Miguel,Se vende kia rio 4 2015 conversable,['conversable'],https://web.facebook.com/marketplace/item/1496841877565406/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Kia spectra,2003,Kia,spectra,1600000,,manual,33000,Cerro Navia,Vuelvo a publicar por gente poco seria kia spectra año 2003 de uso diario motor y caja al 100 atrasado de junio del 2023 y tiene 13 multas andando vehiculo transferible solo reales interesados,"['atrasado', 'multas']",https://web.facebook.com/marketplace/item/790218996332035/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Kia rio,2001,Kia,rio,650000,,manual,82000,Villa Alemana,Se vende detalles arreglar motor de partida al vuelo parte al toque detalles estéticos a la vista transferible atrasado del 2021 reales interesados no preguntones se puede ver en estación las americas su valor es combersable con plata en mano suave al andar y económico rápido le falta un poco de cariño,"['detalles menores', 'atrasado', 'le falta', 'parte']",https://web.facebook.com/marketplace/item/332597469818219/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia rio,2015,Kia,rio,3100000,,manual,15000,Puente Alto,Kia rio 5 Año 2015 atrasado dos años 100% transferible Detalles a la vista Alza vidrios eléctricos Aire acondicionado Motor al 100 Circulando Parte a la llave NO SE PERMUTA Precio algo conversable INTERESADOS HABLAR POR WHATSAPP + [hidden information],"['conversable', 'atrasado', 'parte']",https://web.facebook.com/marketplace/item/396300763039074/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia rio,2012,Kia,rio,4300000,,manual,193000,Lampa,No description,[],https://web.facebook.com/marketplace/item/1179422073441125/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Kia rio,2011,Kia,rio,3500000,,manual,170000,Ñuñoa,Papeles al día.,['al dia'],https://web.facebook.com/marketplace/item/409226361697329/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia rio,2014,Kia,rio,6250000,,manual,100000,El Bosque,"Kia Rio 4 , 2014 Mecanico con caja 6ta 100.XXX km Color azul deep Con llantas Todos los papeles al dia Permiso de circulacion 2024 ✅",['al dia'],https://web.facebook.com/marketplace/item/429559282927339/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2002 Kia carens,2002,Kia,carens,1800000,,manual,9000,Rancagua,Se vende por renovación kia carens 2002 full totalmete transferible ideal para familia numeroso detalles 2 años atrasada y detalle de manilla en la última foto (manilla exterior e interior) Lo demás funcionando al 100,['atrasada'],https://web.facebook.com/marketplace/item/812338630813168/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Kia morning,2013,Kia,morning,4350000,,manual,125000,Santiago,"Se vende Kia morning, 1.0 económico, año 2013. 2do sueño documentos al día, en óptimas condiciones...dudas consultas al teléfono [hidden information]...se aceptan ofertas, precio conversable. saludos","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/859343335955259/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Kia morning,2011,Kia,morning,4500000,,manual,155000,Quilpué,"$4.500.000
Vendo kia
155.000 km. Impecable, Papeles al día.",['al dia'],https://web.facebook.com/marketplace/item/331644739893456/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Kia rio,2013,Kia,rio,5800000,,manual,235000,Buin,"Vendo Kia rio 4 ,cilindrada 1.400cc,transmisión manual de 6 velocidades ,vehículo full equipo(aire acondicionado,alzavidrios eléctricos)en excelente estado ,muy bien cuidado cómo corresponde mantener un vehículo ,si tienes el dinero y te interesa me llamas y coordinamos ,no hagan perder el tiempo porfavor.",[],https://web.facebook.com/marketplace/item/985470219668892/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Kia rio,2013,Kia,rio,5350000,,manual,156000,San Antonio,"Eficiente motor con caja sexta y cadena de distribución, pantalla android, cámara y sensor de retroceso, focos led, 156.500 kilómetros, sin aire, vende su dueño, documentos al dia, sin partes.",['al dia'],https://web.facebook.com/marketplace/item/266834639731426/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Kia frontier,2021,Kia,frontier,7000000,,manual,70000,Santiago,Impecable andando para los entendidos para desarme o chatarra,['desarme'],https://web.facebook.com/marketplace/item/422357730331356/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Kia frontier • doble cabina,2017,Kia,frontier • doble cabina,6800000,,manual,143000,La Florida,Kia Frontier • Doble Cabina | Año 2017 | 143.822 KM • 2.5 • Diésel • Alza vidrios • Aire Ac • Airbag buenos | 1 Solo Dueño | $6.800.000.- Oferta || Transferible | Más info WhatsApp [hidden information],[],https://web.facebook.com/marketplace/item/748710797404079/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia soul,2014,Kia,soul,8500000,,manual,58000,Quilicura,"Se vende Kia Soul, único dueño, impecable en todo sentido kilometraje original, a toda prueba, full equipo, funcionando al 100 todo, con equipo Bluethoot parrot instalado en la marca y certificado. Toda la documentación al día, cero partes o multas, permiso de circulación hasta agosto. Se puede ver fines de semana.","['al dia', 'multas', 'partes']",https://web.facebook.com/marketplace/item/2140111549715230/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Kia morning,2018,Kia,morning,3000000,,manual,200000,Santiago,Se vende kia morning 2018 en prenda y multas ( pagables),['multas'],https://web.facebook.com/marketplace/item/786135143389917/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Kia río 4 inpecable 1 dueño prenda,2016,Kia,río 4 inpecable 1 dueño prenda,3500000,,manual,100000,La Cisterna,Acepto ofertas o vehículo d e menor valor Líquido Kia río 4 2016 inpecable 100.000 kilómetros 1 solo dueño el auto es selo full trae aire acondicionado alas vidrios inpecable de motor i caja solo debe multas y prenda la prenda está pegada solo falta el alsamiento dueño directo se va anotar i i todo co O corresponde líquido acepto la primera oferta que venga con Plata el auto está al 100% todo inpecable a mi el dueño directo me dijo que no tiene deuda fui al Santander i pague la última cuota la señora del Santander me dijo que es la última cuota del auto i termine de pagarlo intonses quiero venderlo pero en el sertificacion aún sale el embargo por lo tanto me disen que tiene que aser se un alsamiento dela prenda y yo no tengo el tiempo de aserlo si que lo estoi vendiendo así mismo como esta en prenda para poder desligarme del tema,['multas'],https://web.facebook.com/marketplace/item/413612917928092/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Kia mornig,2019,Kia,mornig,1000000,,manual,50000,Recoleta,Kia mornig 2019 en desarme fully motor andando,['desarme'],https://web.facebook.com/marketplace/item/928552018910576/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Kia rio 4,2019,Kia,rio 4,7990000,,manual,52000,San Miguel,Valor publicado es solo con financiamiento 🚘 Valor al contado 8.490.000 más transferencia 🚘 Documentos al día Aceptamos vehículos como parte de pago Somos automotora olx autos,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/944846653571996/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia rio,2014,Kia,rio,5300000,,manual,97000,Puente Alto,"Perfecto estado, papeles al dia, llegar y transferir",['al dia'],https://web.facebook.com/marketplace/item/3637201436541658/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Kia rio,2016,Kia,rio,7700000,,manual,72000,Santiago,"Version full 
Sport 
Sin detalles ni partes 
Al día 
Más de 2 dueños",['al dia'],https://web.facebook.com/marketplace/item/396308459690423/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Kia rio,2019,Kia,rio,8600000,,manual,66000,Viña del Mar,Vendo kia rio 5 2019 66.000km Velocidad crucero Sensor y camara de retroceso Radio carplay Se encuentra en puchuncavi v region,[],https://web.facebook.com/marketplace/item/1096546948132975/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Kia morning,2019,Kia,morning,6500000,,manual,60000,San Bernardo,"Vendo mi Kia Morning‼️ Año 2019 60.500 klm. 2 dueños efectivos. Láminas de seguridad. Cierre centralizado. Radio conexión a celular. Mando de velocidad crucero. Bien cuidado. $6,5mm.",[],https://web.facebook.com/marketplace/item/412655767913630/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
